"MarCaribeP","rank 12",128
-78,10.4098205
-78,11.13797221
-78,12.00012207
-78.07659912,12.32287598
-78.82000732,12.32189941
-78.82092285,11.83209229
-78.82989502,11.77630615
-78.85559082,11.72607422
-78.89550781,11.6862793
-78.94580078,11.66088867
-79.00152588,11.65228271
-79.8223877,11.65447998
-79.8223877,10.99890137
-79.83117676,10.94329834
-79.85681152,10.8928833
-79.89672852,10.85308838
-79.94689941,10.82751465
-80.00268555,10.81872559
-81.18988037,10.82012939
-81.38330078,10.67028809
-81.43548584,10.64227295
-81.49389648,10.63250732
-82.23620605,10.63391113
-82.29180908,10.6427002
-82.34191895,10.66827393
-82.38171387,10.70831299
-82.40722656,10.75830078
-82.41601563,10.81390381
-82.41601563,11.00408936
-82.40722656,11.05969238
-82.3815918,11.10992432
-82.34179688,11.14990234
-82.29150391,11.17547607
-82.23590088,11.18408203
-82.18029785,11.18408203
-82.17998661,12.94635351
-82.17992987,13.26759335
-82.17962646,14.98547363
-82.17077637,15.04107666
-82.14520264,15.09130859
-82.10540771,15.13128662
-82.05529785,15.15667725
-81.99969482,15.16571045
-80.11322021,15.16711426
-80.11322021,15.29961287
-80.11322021,15.46032715
-80.16748047,15.5690918
-80.22619629,15.68548584
-80.23980713,15.72192383
-80.24060059,15.72509766
-80.24621582,15.77252197
-80.24542236,15.8270874
-80.2387085,15.87310791
-80.22412109,15.92547607
-80.20178223,15.97467041
-80.16662598,16.02893066
-80.12969971,16.0703125
-80.09991455,16.09472656
-79.96490479,16.20288086
-79.90808105,16.2387085
-79.84210205,16.25128174
-79.64678955,16.25128174
-79.63458252,16.27532959
-79.59490967,16.31488037
-79.54498291,16.34051514
-79.48968506,16.3494873
-79.27850342,16.3505249
-79.22290039,16.34191895
-79.17248535,16.31671143
-79.13250732,16.2769165
-79.11932373,16.25128174
-78.43048096,16.25091553
-78.37487793,16.24212646
-78.32470703,16.2164917
-78.28491211,16.17669678
-78.25927734,16.12652588
-78.25048828,16.07092285
-78.25042725,15.60009766
-78.25927734,15.54449463
-78.28479004,15.49407959
-78.32470703,15.45428467
-78.37487793,15.42871094
-78.43048096,15.41992188
-78.45318604,15.41992188
-78.45318604,15.32582358
-78.45318604,14.58087158
-78.24371338,14.4152832
-77.66308594,14.26989746
-77.3072627,14.34342334
-77.06057715,14.39439745
-74.5211792,14.91912842
-73.43621826,15.20928955
-73.38690186,15.215271
-71.6730957,15.18908691
-69.50360107,15.48327637
-69.44598389,15.48187256
-69.39190674,15.46228027
-69.34667969,15.42669678
-69.31500244,15.378479
-69.30010986,15.32287598
-70,14.00012207
-70,14
-70,13.87435237
-70,13.63640627
-71.16680966,13.62450896
-72.05910753,13.63640627
-73.07037846,13.60071435
-73.37970839,13.32707634
-73.78421676,12.85118414
-74.27704144,12.31238203
-74.66120932,11.89588414
-75.15739591,11.53391445
-75.36993561,11.23315065
-75.60926335,11.13559275
-75.99949496,10.8215039
-76.20888753,10.57403995
-76.3962356,10.34389232
-76.64670835,10.03152285
-76.68477973,9.869719497
-76.67526188,9.669844772
-76.6562262,9.422380828
-76.67526188,9.203470415
-76.99986267,8.999860764
-77.07501133,9.203470415
-77.21492364,9.45950042
-77.38624483,9.773589272
-77.62894985,10.21616902
-78,10.4098205
